Title,Date,Year,Month,Day,Weekday,Gross,Days_Since_Release,Price,Tickets,Genre,Info,MPAA_Rating,Violence,viol_strong,viol_mild,viol_non,Exp_Violence,exp_viol_strong,exp_viol_mild,exp_viol_non,more_violent,as_violent,less_violent
Titanic,1997-12-19,1997,12,19,6,8658814,1,4.59,1886451.85185185,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143624716,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-20,1997,12,20,7,10672013,2,4.59,2325057.29847495,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626564,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-21,1997,12,21,1,9307304,3,4.59,2027735.07625272,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626477,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-22,1997,12,22,2,5578212,4,4.59,1215296.73202614,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626803,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-23,1997,12,23,3,6003119,5,4.59,1307869.06318083,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626131,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-24,1997,12,24,4,3571345,6,4.59,778070.806100218,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626501,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-25,1997,12,25,5,9178529,7,4.59,1999679.52069717,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.8456014362718,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-26,1997,12,26,6,12122298,8,4.59,2641023.52941176,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626671,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-27,1997,12,27,7,12466455,9,4.59,2716003.26797386,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626603,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-28,1997,12,28,1,10866520,10,4.59,2367433.55119826,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626737,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-29,1997,12,29,2,7942920,11,4.59,1730483.66013072,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626193,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-30,1997,12,30,3,8012909,12,4.59,1745731.80827887,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1997-12-31,1997,12,31,4,8213735,13,4.59,1789484.74945534,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-01,1998,1,1,5,11558520,14,4.69,2464503.19829424,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-02,1998,1,2,6,11698861,15,4.69,2494426.65245203,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-03,1998,1,3,7,12726625,16,4.69,2713566.09808102,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-04,1998,1,4,1,8889792,17,4.69,1895478.03837953,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-05,1998,1,5,2,3022271,18,4.69,644407.462686567,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-06,1998,1,6,3,3044822,19,4.69,649215.778251599,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-07,1998,1,7,4,2841351,20,4.69,605831.769722814,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-08,1998,1,8,5,2789088,21,4.69,594688.272921109,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-09,1998,1,9,6,7738150,22,4.69,1649925.37313433,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-10,1998,1,10,7,12758118,23,4.69,2720281.02345416,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-11,1998,1,11,1,8220042,24,4.69,1752674.20042644,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-12,1998,1,12,2,2170146,25,4.69,462717.697228145,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-13,1998,1,13,3,2386164,26,4.69,508776.97228145,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-14,1998,1,14,4,2095782,27,4.69,446861.833688699,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-15,1998,1,15,5,2200465,28,4.69,469182.302771855,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-16,1998,1,16,6,7418385,29,4.69,1581745.20255864,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-17,1998,1,17,7,12357344,30,4.69,2634828.14498934,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-18,1998,1,18,1,10235305,31,4.69,2182367.80383795,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-19,1998,1,19,2,6003510,32,4.69,1280066.09808102,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-20,1998,1,20,3,2322334,33,4.69,495167.164179104,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-21,1998,1,21,4,2076976,34,4.69,442852.025586354,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-22,1998,1,22,5,2212942,35,4.69,471842.643923241,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-23,1998,1,23,6,7031183,36,4.69,1499186.14072495,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-24,1998,1,24,7,12474937,37,4.69,2659901.2793177,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-25,1998,1,25,1,5732600,38,4.69,1222302.77185501,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-26,1998,1,26,2,1901222,39,4.69,405377.825159915,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-27,1998,1,27,3,1922428,40,4.69,409899.360341151,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-28,1998,1,28,4,1808170,41,4.69,385537.313432836,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-29,1998,1,29,5,1961325,42,4.69,418192.963752665,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-30,1998,1,30,6,6652831,43,4.69,1418514.07249467,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-01-31,1998,1,31,7,11963977,44,4.69,2550954.58422175,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-01,1998,2,1,1,7290364,45,4.69,1554448.61407249,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-02,1998,2,2,2,1505547,46,4.69,321012.153518124,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-03,1998,2,3,3,1736853,47,4.69,370331.130063966,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-04,1998,2,4,4,1448751,48,4.69,308902.132196162,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-05,1998,2,5,5,1536474,49,4.69,327606.396588486,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-06,1998,2,6,6,5712448,50,4.69,1218005.97014925,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-07,1998,2,7,7,10818530,51,4.69,2306722.81449893,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-08,1998,2,8,1,6496860,52,4.69,1385257.99573561,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-09,1998,2,9,2,1355098,53,4.69,288933.475479744,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-10,1998,2,10,3,1506524,54,4.69,321220.469083156,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-11,1998,2,11,4,1460439,55,4.69,311394.243070362,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-12,1998,2,12,5,1716570,56,4.69,366006.396588486,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-13,1998,2,13,6,5730480,57,4.69,1221850.74626866,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-14,1998,2,14,7,13048711,58,4.69,2782241.15138593,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-15,1998,2,15,1,9388756,59,4.69,2001866.95095949,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-16,1998,2,16,2,4708477,60,4.69,1003939.65884861,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-17,1998,2,17,3,1873856,61,4.69,399542.857142857,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-18,1998,2,18,4,1627967,62,4.69,347114.498933902,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-19,1998,2,19,5,1752994,63,4.69,373772.707889126,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-20,1998,2,20,6,5239962,64,4.69,1117262.68656716,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-21,1998,2,21,7,9925539,65,4.69,2116319.61620469,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-22,1998,2,22,1,5870842,66,4.69,1251778.67803838,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-23,1998,2,23,2,1177689,67,4.69,251106.396588486,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-24,1998,2,24,3,1291197,68,4.69,275308.528784648,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-25,1998,2,25,4,1053227,69,4.69,224568.656716418,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-26,1998,2,26,5,1266838,70,4.69,270114.712153518,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-27,1998,2,27,6,4739243,71,4.69,1010499.57356077,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-02-28,1998,2,28,7,9374965,72,4.69,1998926.43923241,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-01,1998,3,1,1,5518848,73,4.69,1176726.65245203,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-02,1998,3,2,2,1062265,74,4.69,226495.735607676,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-03,1998,3,3,3,1288344,75,4.69,274700.213219616,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-04,1998,3,4,4,1052511,76,4.69,224415.991471215,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-05,1998,3,5,5,1164538,77,4.69,248302.345415778,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-06,1998,3,6,6,4364108,78,4.69,930513.432835821,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-07,1998,3,7,7,8358879,79,4.69,1782276.97228145,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-08,1998,3,8,1,4882862,80,4.69,1041121.96162047,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-09,1998,3,9,2,1055683,81,4.69,225092.324093817,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-10,1998,3,10,3,1241687,82,4.69,264752.025586354,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-11,1998,3,11,4,1115628,83,4.69,237873.773987207,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-12,1998,3,12,5,1296932,84,4.69,276531.343283582,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-13,1998,3,13,6,4345209,85,4.69,926483.795309168,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-14,1998,3,14,7,8169554,86,4.69,1741909.1684435,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-15,1998,3,15,1,5064052,87,4.69,1079755.2238806,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-16,1998,3,16,2,1321963,88,4.69,281868.443496802,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-17,1998,3,17,3,1476821,89,4.69,314887.206823028,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-18,1998,3,18,4,1481658,90,4.69,315918.55010661,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-19,1998,3,19,5,1632510,91,4.69,348083.15565032,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-20,1998,3,20,6,4318945,92,4.69,920883.795309168,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-21,1998,3,21,7,8003861,93,4.69,1706580.17057569,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-22,1998,3,22,1,4842433,94,4.69,1032501.70575693,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-23,1998,3,23,2,1058713,95,4.69,225738.379530917,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-24,1998,3,24,3,1605435,96,4.69,342310.234541578,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-25,1998,3,25,4,1432311,97,4.69,305396.801705757,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-26,1998,3,26,5,1438240,98,4.69,306660.980810234,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-27,1998,3,27,6,4206010,99,4.69,896803.837953092,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Titanic,1998-03-28,1998,3,28,7,7329557,100,4.69,1562805.3304904,Thriller/Suspense,"PG-13 for disaster related peril and violence, nudity, sensuality and brief language",PG13,6,FALSE,TRUE,FALSE,5.84560143626575,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
